Bot Transcription,Recording URL
clair when so in,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636134536.28821-in_4.wav
yeah so what do you want to do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636134536.28821-in_7.wav
i dont think i owe anything,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636134536.28821-in_9.wav
im fine,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636134536.28821-in_12.wav
no because i dont owe anything,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636134536.28821-in_18.wav
were e match players,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636388099.50541-in_0.wav
row,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636471546.13252-in_0.wav
no come i hont got no debt,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635008140.28097-in_1.wav
this is not mm,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635526453.74392-in_2.wav
what do you watch,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635530014.84243-in_1.wav
you name have the dat mike wright,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461817.30518-in_1.wav
her to took er you want,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461817.30518-in_2.wav
do all te pobox it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461817.30518-in_3.wav
you have hectic again,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461817.30518-in_4.wav
not see et of of,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461817.30518-in_5.wav
we let him iii in you ar,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461817.30518-in_6.wav
not co we get tender,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461817.30518-in_9.wav
wo get e many among a,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635461817.30518-in_10.wav
ii grangers one with his shape,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636126818.3420-in_0.wav
good morning the equipment journal,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636728328.124962-in_1.wav
i greece tommy watermorth with pocket real eve e detail,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636476354.7632-in_9.wav
say something,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637001125.103828-in_1.wav
oh no i dont thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1637001125.103828-in_2.wav
hes calling for you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635462371.19003-in_1.wav
seven seven seven here nine are being screened by smart coalblocker if to,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635608024.17489-in_0.wav
i dont know that i could be a mather,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636758950.287398-in_1.wav
pa bone,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635612216.40092-in_1.wav
from the from the iron program,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635787196.44623-in_1.wav
i dont have one baby,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1635787196.44623-in_2.wav
no i dont quit calling,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI12-1635199413.30800-in_0.wav
car,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636047972.29162-in_0.wav
no thank you no thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636047972.29162-in_1.wav
luck ar,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1635955057.33478-in_1.wav
du yes is this the party to whom i am speaking about that relief how do i appear my program,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_0.wav
okay took hey then who his the cars,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_1.wav
yes james is that you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_2.wav
jack dear,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_3.wav
five dollars not a dollar,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_6.wav
surveyed i can repeat myself but im not going,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_7.wav
thirty seven,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_8.wav
tat he  o an o t hat eheaehe,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_9.wav
yes i can hear you can you hear me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_12.wav
ive been really good how about you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_13.wav
yes but i have to update my profile first,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_14.wav
thats what the message said i have to update my profile so you can update the pofibetes or another profile person are you the manager or who are you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1635892088.3471-in_15.wav
can i stuff,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636738690.118007-in_1.wav
even onotonoto,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635890131.27217-in_3.wav
we di to e el no,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635890131.27217-in_6.wav
clock you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI5-1635784583.12721-in_1.wav
would you say that again,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925048.19762-in_2.wav
i have mad a credit carlton yer,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925048.19762-in_3.wav
on fable,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634925048.19762-in_5.wav
beside as he found that he did not to replace the path,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI9-1636044935.23863-in_0.wav
im not interested in any debt relief program ba,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1635613213.34772-in_1.wav
edward his her hands,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_7.wav
o a fix pollen,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_10.wav
last party,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_14.wav
his twenty two,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_22.wav
its of five five nine to very eight one zero,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_23.wav
e for unto one three,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_24.wav
get up,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_25.wav
well look o better this time you plucking criminal because i know youre listening as all i know its a computer but youre listening,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_26.wav
only ha sole talk,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_27.wav
come on want to waste so more of your time,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_28.wav
no public forum receiving the most protection an petit non orbit ports receding else in the twenty ten cape of board levers the u s doparken of the emperor the u s court of appealed to the defeat that rejected the argument that mount rumor with e traditional public for dating quote mount brushmorte has not become a public forum merely by being called a national park any more than it would be transformed into a non public form at the relief of sat the positive question is not til the form of call of what purposely served either by tradition or specific meditation therefore a reasonable content neutral restriction but that the permit requirement would likely be justified by the national park section interesting,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636393620.22191-in_29.wav
yeah what and,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636143771.27920-in_2.wav
and what should i do,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636143771.27920-in_4.wav
get the wide an,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636829047.186574-in_0.wav
well i i dont have them,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636829047.186574-in_2.wav
i i going have i dont have one,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI3-1636829047.186574-in_3.wav
to o me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635525038.67773-in_1.wav
fond that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635525038.67773-in_3.wav
a i name it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636816251.79067-in_1.wav
what a folk dis this,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636646224.12717-in_0.wav
diplo fuck you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636646224.12717-in_6.wav
yeah four hundred thousand dollars,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636646224.12717-in_9.wav
two hundred,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636646224.12717-in_10.wav
we yes what o none i get back with you juscate to get this tonight,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636646224.12717-in_11.wav
hot call you mud,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI20-1636646224.12717-in_13.wav
heohellowhat is it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636667769.79889-in_0.wav
amid ash,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636667769.79889-in_3.wav
